timestamp,runLabel,lodGroup,symSplitMode,repackPerMesh,splitTargets,atlasRes,shellPad,borderPad,sourceLod,rendererName,meshGroupKey,lodIndex,isSourceLod,shellsMatched,shellsUnmatched,shellsTransform,shellsInterpolation,shellsMerged,shellsRejected,shellsOverlapFixed,dedupConflicts,fragmentsMerged,consistencyCorrected,verticesTransferred,verticesTotal,invertedCount,stretchedCount,zeroAreaCount,oobCount,cleanCount,overlapShellPairs,overlapTriangleCount,overlapSameSrcPairs,texelDensityBadCount,texelDensityMedian,symSplitFallbackCount,symSplitTotalCount,topologyIterations,topologyFixed,topologyCapHit,preRepackOverlaps,postRepackOverlaps,pipelineMs,repackMs,transferMs,validateMs
2026-04-27T22:05:12.4284459Z,sweep_res256_pad6_bdr0,Wooden_Box_Long_1,LegacyFixed,1,0,256,6,0,0,Wooden_Box_Long_LOD0,Wooden_Box_Long,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,649,28,611,0
2026-04-27T22:05:12.4284459Z,sweep_res256_pad6_bdr0,Wooden_Box_Long_1,LegacyFixed,1,0,256,6,0,0,Wooden_Box_Long_LOD1,Wooden_Box_Long,1,0,91,0,3,87,1,0,0,0,0,0,581,581,154,7,4,0,338,0,0,0,7,524.083862,0,0,1,0,0,-1,-1,649,28,611,0
2026-04-27T22:05:12.4284459Z,sweep_res256_pad6_bdr0,Wooden_Box_Long_1,LegacyFixed,1,0,256,6,0,0,Wooden_Box_Long_LOD2,Wooden_Box_Long,2,0,90,0,2,87,1,0,0,1,0,0,376,376,91,5,4,0,99,0,0,0,2,84.03407,0,0,1,0,0,-1,-1,649,28,611,0
